id,CLTV
90238,64344.0
90239,30840.0
90240,117264.0
90241,68634.0
90242,51000.0
90243,46010.4
90244,33492.0
90245,30408.0
90246,34992.0
90247,63228.0
90248,40197.0
90249,70824.0
90250,441444.0
90251,59364.0
90252,251916.0
90253,380532.0
90254,54852.0
90255,59040.0
90256,35808.0
90257,60996.0
90258,50208.0
90259,498360.0
90260,60228.0
90261,111588.0
90262,72612.0
90263,47808.0
90264,68688.0
90265,67764.0
90266,62238.0
90267,72468.0
90268,173088.0
90269,64260.0
90270,100032.0
90271,107784.0
90272,63024.0
90273,112044.0
90274,30444.0
90275,51912.0
90276,34308.0
90277,84708.8
90278,412740.0
90279,99636.0
90280,32388.0
90281,52068.0
90282,82224.0
90283,57654.48648648649
90284,66648.0
90285,155988.0
90286,141228.0
90287,40260.0
90288,49116.0
90289,55045.09090909091
90290,60012.0
90291,33708.0
90292,59940.0
90293,46512.0
90294,65940.0
90295,68436.0
90296,64884.0
90297,286584.0
90298,70428.0
90299,69972.0
90300,32376.0
90301,64236.0
90302,68268.0
90303,57108.0
90304,102948.0
90305,37200.0
90306,59964.0
90307,66480.0
90308,65628.0
90309,30744.0
90310,64632.0
90311,107052.0
90312,114948.0
90313,66264.0
90314,118896.0
90315,61128.0
90316,376308.0
90317,62556.0
90318,393552.0
90319,107880.0
90320,112974.0
90321,34152.0
90322,141228.0
90323,64680.0
90324,98130.0
90325,36990.0
90326,63624.0
90327,69987.0
90328,31416.0
90329,227556.0
90330,194316.0
90331,67752.0
90332,30876.0
90333,30948.0
90334,62832.0
90335,152756.57142857142
90336,45525.0
90337,58188.0
90338,31416.0
90339,88452.0
90340,43248.0
90341,69348.0
90342,145548.0
90343,53292.0
90344,63576.0
90345,61560.0
90346,49788.0
90347,307908.0
90348,60336.0
90349,64596.0
90350,70836.0
90351,208269.0
90352,96408.0
90353,115248.0
90354,33660.0
90355,64974.0
90356,32814.0
90357,70924.0
90358,107820.0
90359,34188.0
90360,131496.0
90361,89087.29411764706
90362,34320.0
90363,65580.0
90364,71796.0
90365,56236.42105263158
90366,65712.0
90367,109212.0
90368,61736.0
90369,30228.0
90370,96618.85714285714
90371,65508.0
90372,374844.0
90373,66060.0
90374,69504.0
90375,105996.0
90376,163128.0
90377,41800.8
90378,33012.0
90379,110323.71428571429
90380,62880.0
90381,35040.0
90382,50628.0
90383,72408.0
90384,63072.0
90385,63324.0
90386,284484.0
90387,369048.0
90388,95580.0
90389,101556.0
90390,44604.0
90391,71352.0
90392,69792.0
90393,144504.0
90394,123768.0
90395,63504.0
90396,36436.8
90397,71280.0
90398,214152.0
90399,59532.0
90400,69336.0
90401,152568.0
90402,59868.0
90403,63276.0
90404,30048.0
90405,108936.0
90406,422652.0
90407,109872.0
90408,61644.0
90409,61428.0
90410,36984.0
90411,71196.0
90412,267372.0
90413,99420.0
90414,61500.0
90415,34296.0
90416,38052.0
90417,68184.0
90418,40488.0
90419,67452.0
90420,106656.0
90421,139336.0
90422,29280.0
90423,58932.0
90424,63048.0
90425,102540.0
90426,108840.0
90427,64104.0
90428,42268.0
90429,65124.0
90430,148020.0
90431,61812.0
90432,97500.0
90433,296832.0
90434,71124.0
90435,55500.0
90436,62940.0
90437,192564.0
90438,53964.0
90439,360828.0
90440,39972.0
90441,54096.0
90442,30828.0
90443,93816.0
90444,106332.0
90445,32544.0
90446,29484.0
90447,88419.0
90448,66312.0
90449,363468.0
90450,183816.0
90451,56236.42105263158
90452,426120.0
90453,61062.0
90454,110712.0
90455,62268.0
90456,32124.0
90457,90768.0
90458,70850.76923076923
90459,98340.0
90460,31500.0
90461,103176.0
90462,51852.0
90463,56988.0
90464,287568.0
90465,33144.0
90466,69876.0
90467,102000.0
90468,33420.0
90469,132528.0
90470,108240.0
90471,88266.0
90472,101746.5
90473,68604.0
90474,62904.0
90475,56236.42105263158
90476,30468.0
90477,31104.0
90478,57288.0
90479,53172.0
90480,72588.0
90481,72768.0
90482,85922.11764705883
90483,40272.0
90484,61488.0
90485,62064.0
90486,61248.0
90487,34512.0
90488,55428.0
90489,67068.0
90490,73356.0
90491,224976.0
90492,61548.0
90493,54264.0
90494,67992.0
90495,71028.0
90496,39648.0
90497,64719.0
90498,49380.0
90499,62520.0
90500,45084.0
90501,113014.90909090909
90502,55428.0
90503,32520.0
90504,37568.0
90505,108336.0
90506,206436.0
90507,96156.0
90508,67512.0
90509,57612.0
90510,233328.0
90511,87120.0
90512,34176.0
90513,64236.0
90514,42300.0
90515,414492.0
90516,130140.0
90517,43734.46153846154
90518,31920.0
90519,298032.0
90520,244320.0
90521,32448.0
90522,165084.0
90523,69036.0
90524,66732.0
90525,39696.0
90526,32148.0
90527,81355.5
90528,61356.0
90529,167508.0
90530,33876.0
90531,64332.0
90532,70092.0
90533,74808.0
90534,59712.0
90535,38913.6
90536,282708.0
90537,63648.0
90538,36264.0
90539,74880.0
90540,151416.0
90541,155784.0
90542,75512.0
90543,61692.0
90544,181140.0
90545,50784.0
90546,64500.0
90547,102360.0
90548,48492.0
90549,114336.0
90550,286320.0
90551,104460.0
90552,109092.0
90553,327072.0
90554,63444.0
90555,154964.0
90556,33060.0
90557,81744.0
90558,105768.0
90559,32508.0
90560,31896.0
90561,38792.0
90562,61560.0
90563,115296.0
90564,101149.5
90565,58116.0
90566,36156.0
90567,173124.0
90568,172248.0
90569,109584.0
90570,193464.0
90571,188220.0
90572,63516.0
90573,56328.0
90574,104556.0
90575,62052.0
90576,38304.0
90577,50707.30434782609
90578,64740.0
90579,55500.0
90580,70452.0
90581,77028.0
90582,66552.0
90583,80196.0
90584,59604.0
90585,53880.0
90586,83406.0
90587,30612.0
90588,108636.0
90589,395616.0
90590,35244.0
90591,80196.0
90592,98064.0
90593,189240.0
90594,70620.0
90595,162696.0
90596,58824.0
90597,73260.0
90598,275064.0
90599,46560.0
90600,108288.0
90601,165684.0
90602,65772.0
90603,125946.0
90604,435864.0
90605,63900.0
90606,105708.0
90607,71736.0
90608,270120.0
90609,72312.0
90610,76506.0
90611,195648.0
90612,67584.0
90613,240420.0
90614,32292.0
90615,58440.0
90616,76188.0
90617,96512.0
90618,416544.0
90619,64992.0
90620,253056.0
90621,60159.0
90622,124152.0
90623,100284.0
90624,43920.0
90625,101508.0
90626,32400.0
90627,66756.0
90628,61308.0
90629,30204.0
90630,33840.0
90631,289596.0
90632,32496.0
90633,55848.0
90634,135096.0
90635,61368.0
90636,115660.0
90637,31368.0
90638,69840.0
90639,192828.0
90640,67824.0
90641,219840.0
90642,61248.0
90643,68004.0
90644,31140.0
90645,54168.0
90646,64596.0
90647,30972.0
90648,90985.0
90649,70200.0
90650,176784.0
90651,106068.0
90652,321564.0
90653,67920.0
90654,216336.0
90655,118800.0
90656,369492.0
90657,97296.0
90658,66876.0
90659,49056.0
90660,30456.0
90661,161448.0
90662,36360.0
90663,60948.0
90664,100820.0
90665,115692.0
90666,33504.0
90667,49761.0
90668,82785.6
90669,69576.0
90670,165840.0
90671,136776.0
90672,52596.0
90673,67344.0
90674,58812.0
90675,50676.0
90676,45795.0
90677,178488.0
90678,34872.0
90679,63012.0
90680,32364.0
90681,62772.0
90682,69444.0
90683,100140.0
90684,99024.0
90685,33204.0
90686,61380.0
90687,108828.0
90688,100980.0
90689,47916.0
90690,246036.0
90691,191760.0
90692,61488.0
90693,292500.0
90694,92601.0731707317
90695,59424.0
90696,295104.0
90697,30732.0
90698,66468.0
90699,42600.0
90700,93492.0
90701,77808.0
90702,98820.0
90703,357624.0
90704,168012.0
90705,59676.0
90706,309180.0
90707,71508.0
90708,70968.0
90709,60492.0
90710,65724.0
90711,52668.0
90712,66540.0
90713,297312.0
90714,455028.0
90715,303864.0
90716,74196.0
90717,167568.0
90718,59136.0
90719,39780.0
90720,101616.0
90721,99776.8
90722,58104.0
90723,97392.0
90724,31404.0
90725,204972.0
90726,96054.0
90727,104400.0
90728,70462.73684210527
90729,61692.0
90730,66312.0
90731,61416.0
90732,64332.0
90733,44400.0
90734,97476.0
90735,155548.0
90736,361230.0
90737,59220.0
90738,62760.0
90739,118932.0
90740,96480.0
90741,110568.0
90742,112500.0
90743,125410.0
90744,76524.0
90745,84239.2
90746,30156.0
90747,117050.66666666667
90748,34032.0
90749,47842.28571428572
90750,104988.0
90751,35628.0
90752,88266.0
90753,56988.0
90754,61752.0
90755,361392.0
90756,186060.0
90757,31752.0
90758,66396.0
90759,66744.0
90760,65280.0
90761,66264.0
90762,31980.0
90763,316752.0
90764,34560.0
90765,51480.0
90766,62928.0
90767,57696.0
90768,54848.307692307695
90769,108336.0
90770,67872.0
90771,67368.0
90772,88542.0
90773,153768.0
90774,68820.0
90775,301824.0
90776,35412.0
90777,62904.0
90778,127560.0
90779,318744.0
90780,40777.2
90781,69336.0
90782,608808.0
90783,31692.0
90784,108948.0
90785,30576.0
90786,168852.0
90787,72012.0
90788,69084.0
90789,33360.0
90790,43536.0
90791,99972.0
90792,63216.0
90793,61896.0
90794,72948.0
90795,29988.0
90796,35022.0
90797,70608.0
90798,252144.0
90799,58500.0
90800,48528.0
90801,65748.0
90802,61296.0
90803,57888.0
90804,32880.0
90805,117612.0
90806,33768.0
90807,173340.0
90808,67812.0
90809,31740.0
90810,63336.0
90811,60396.0
90812,68436.0
90813,66756.0
90814,32208.0
90815,60864.0
90816,111588.0
90817,66828.0
90818,106092.0
90819,53592.0
90820,101928.0
90821,42760.0
90822,96396.0
90823,54012.0
90824,273408.0
90825,107722.28571428571
90826,145476.0
90827,72168.0
90828,78987.0
90829,110012.30769230769
90830,32868.0
90831,106572.0
90832,51324.75
90833,52776.0
90834,63732.0
90835,67896.0
90836,46806.857142857145
90837,94488.0
90838,28848.0
90839,53556.0
90840,112212.0
90841,64860.0
90842,43316.0
90843,308436.0
90844,263784.0
90845,56676.0
90846,63936.0
90847,70056.0
90848,108348.0
90849,152756.57142857142
90850,63552.0
90851,105036.0
90852,77760.0
90853,66156.0
90854,35292.0
90855,56940.0
90856,62724.0
90857,125148.0
90858,59244.0
90859,65820.0
90860,60468.0
90861,188412.0
90862,254024.0
90863,159048.0
90864,35592.0
90865,58620.0
90866,115248.0
90867,68652.0
90868,440916.0
90869,271068.0
90870,34032.0
90871,167784.0
90872,532740.0
90873,64248.0
90874,27648.0
90875,75264.0
90876,142296.0
90877,31680.0
90878,71688.0
90879,68148.0
90880,283752.0
90881,103524.0
90882,33432.0
90883,103356.0
90884,79908.0
90885,224544.0
90886,178164.0
90887,47628.0
90888,61176.0
90889,54876.0
90890,74052.0
90891,48240.0
90892,59952.0
90893,60852.0
90894,152832.0
90895,102444.0
90896,65652.0
90897,224976.0
90898,59820.0
90899,56640.0
90900,218844.0
90901,51432.0
90902,69552.0
90903,85710.0
90904,62472.0
90905,62292.0
90906,66528.0
90907,117852.0
90908,61392.0
90909,118992.0
90910,66096.0
90911,104604.0
90912,36528.0
90913,72744.0
90914,71556.0
90915,46860.0
90916,88572.0
90917,64020.0
90918,51562.2
90919,162252.0
90920,68304.0
90921,33228.0
90922,33912.0
90923,278112.0
90924,92601.0731707317
90925,33828.0
90926,41934.782608695656
90927,67224.0
90928,65736.0
90929,278760.0
90930,72948.0
90931,55760.0
90932,51372.0
90933,86140.0
90934,187332.0
90935,93132.0
90936,99192.0
90937,47496.0
90938,166536.0
90939,100152.0
90940,295824.0
90941,64308.0
90942,101112.0
90943,48290.0
90944,108804.0
90945,383844.0
90946,69972.0
90947,62988.0
90948,43396.0
90949,52116.0
90950,66024.0
90951,185280.0
90952,44544.0
90953,104160.0
90954,547092.0
90955,49608.0
90956,30060.0
90957,155172.0
90958,40859.25
90959,58692.0
90960,56406.0
90961,57492.0
90962,116868.0
90963,63300.0
90964,50892.0
90965,97668.0
90966,68688.0
90967,295740.0
90968,101616.0
90969,200622.0
90970,32616.0
90971,110400.0
90972,540132.0
90973,71184.0
90974,305004.0
90975,230928.0
90976,69636.0
90977,107412.0
90978,28872.0
90979,31956.0
90980,67680.0
90981,36156.0
90982,106836.0
90983,78636.0
90984,92679.0
90985,70788.0
90986,61620.0
90987,33108.0
90988,32520.0
90989,67284.0
90990,103260.0
90991,30540.0
90992,70708.0
90993,117252.0
90994,71016.0
90995,33828.0
90996,103524.0
90997,65100.0
90998,303444.0
90999,94274.0
91000,182664.0
91001,458952.0
91002,31728.0
91003,34620.0
91004,186276.0
91005,103200.0
91006,32388.0
91007,59988.0
91008,60216.0
91009,239268.0
91010,513720.0
91011,76656.75
91012,61248.0
91013,60804.0
91014,47193.0
91015,112548.0
91016,43996.0
91017,92304.0
91018,35116.0
91019,91524.0
91020,58248.0
91021,233748.0
91022,112356.0
91023,62604.0
91024,486300.0
91025,33036.0
91026,71328.0
91027,73860.0
91028,33096.0
91029,101232.0
91030,289704.0
91031,49632.0
91032,65064.0
91033,30564.0
91034,61308.0
91035,136932.0
91036,104676.0
91037,381696.0
91038,267624.0
91039,106116.0
91040,59724.0
91041,33216.0
91042,32364.0
91043,38004.0
91044,61272.0
91045,34728.0
91046,32328.0
91047,64476.0
91048,109788.0
91049,110976.0
91050,96900.0
91051,113688.0
91052,265944.0
91053,280200.0
91054,56544.0
91055,99720.0
91056,59280.0
91057,330108.0
91058,64500.0
91059,70920.0
91060,61944.0
91061,226056.0
91062,79264.5
91063,411480.0
91064,90985.0
91065,63768.0
91066,67236.0
91067,33924.0
91068,29532.0
91069,195708.0
91070,65220.0
91071,458736.0
91072,187260.0
91073,72885.6
91074,77419.2
91075,34092.0
91076,168240.0
91077,30168.0
91078,42576.0
91079,73368.0
91080,69468.0
91081,364812.0
91082,61728.0
91083,83662.22222222222
91084,66528.0
91085,73632.0
91086,46104.0
91087,95376.0
91088,52272.0
91089,69156.0
91090,63924.0
91091,65928.0
91092,192948.0
91093,425952.0
91094,60576.0
91095,60432.0
91096,30240.0
91097,87816.0
91098,87924.0
91099,34164.0
91100,46481.333333333336
91101,68184.0
91102,109920.0
91103,106452.0
91104,62448.0
91105,46536.0
91106,60216.0
91107,56868.0
91108,37830.0
91109,64296.0
91110,36444.0
91111,86140.0
91112,61248.0
91113,231036.0
91114,63972.0
91115,528336.0
91116,68832.0
91117,52282.5
91118,135804.0
91119,162432.0
91120,98376.0
